0	17249	0.98607236
0	8341	0.984935
0	16936	0.984415
1	52480	0.99008536
1	52477	0.9896728
1	50112	0.9896716
2	90509	0.98043203
2	96246	0.98041755
2	91912	0.97922975
3	14012	0.97895604
3	15296	0.9787596
3	28967	0.9769373
