0.42865133	0.5713486
0.026256982	0.973743
0.096402965	0.90359706
0.35076094	0.64923906
0.079248674	0.92075133
0.05746591	0.9425341
0.051976092	0.9480239
0.050756674	0.9492433
0.054465022	0.94553494
0.038243387	0.96175665
0.054032333	0.9459677
0.0536073	0.94639266
0.504881	0.49511898
0.107811436	0.89218855
0.2876287	0.71237123
0.10008867	0.89991134
0.04392161	0.9560784
0.037583563	0.9624164
0.029241834	0.97075814
0.20178463	0.79821545
0.42694074	0.57305926
0.030115766	0.9698842
0.032240678	0.9677593
0.31210247	0.68789756
0.03072907	0.9692709
0.50617176	0.49382818
0.60200316	0.3979969
0.6080042	0.39199582
0.60201126	0.3979888
0.12465769	0.87534225
0.0263953	0.97360474
0.04059443	0.95940554
0.02655665	0.9734433
0.3840922	0.6159078
0.38030165	0.6196983
0.2642371	0.7357629
0.1527003	0.8472997
0.08808018	0.91191983
0.10062618	0.8993738
0.34895694	0.651043
0.3515681	0.6484319
0.041893095	0.95810694
0.036619384	0.96338063
0.46705484	0.5329451
0.025159579	0.9748404
0.05443955	0.94556046
0.6087091	0.39129087
0.32325202	0.676748
0.0652141	0.9347859
0.04383273	0.9561673
0.025275929	0.9747241
0.12454535	0.8754546
0.44679484	0.5532052
0.025825594	0.9741744
0.05842213	0.9415779
0.036672734	0.9633273
0.17202169	0.8279783
0.12436978	0.8756302
0.07668313	0.92331684
0.42936715	0.5706329
0.14570874	0.85429126
0.14340049	0.8565995
0.032502215	0.96749777
0.03829944	0.96170056
0.22392483	0.7760752
0.053112384	0.9468876
0.06562366	0.9343763
0.23098865	0.7690113
0.02997959	0.97002035
0.18706422	0.8129358
0.15276685	0.8472332
0.30543068	0.6945693
0.6585305	0.3414695
0.05704351	0.9429565
0.21267328	0.7873267
0.041544102	0.9584559
0.23594144	0.76405853
0.61533284	0.3846672
0.3647502	0.6352498
0.20938233	0.79061764
0.034328446	0.96567154
0.22778106	0.772219
0.07985734	0.92014265
0.28462762	0.7153724
0.07174943	0.92825055
0.13440111	0.8655989
0.027617373	0.9723826
0.11132013	0.88867986
0.14162073	0.85837924
0.2627608	0.7372392
0.018571679	0.9814284
0.063997045	0.93600297
0.36742997	0.63257
0.108520895	0.8914791
0.37238023	0.62761974
0.101397306	0.89860266
0.045952428	0.95404756
0.40791646	0.5920836
0.16580142	0.8341986
0.024428438	0.9755716
0.18663736	0.81336266
0.022492642	0.97750735
0.082700856	0.91729915
0.45715842	0.5428416
0.1338042	0.8661958
0.45035636	0.54964364
0.39053467	0.60946536
0.2719118	0.72808814
0.41915506	0.58084494
0.040016856	0.9599831
0.12973289	0.8702671
0.030346634	0.96965337
0.6768414	0.32315865
0.045133322	0.95486665
0.037176587	0.9628234
0.16421784	0.8357822
0.16362023	0.83637977
0.30884293	0.69115704
0.043206293	0.95679367
0.77662003	0.22337994
0.06799848	0.93200153
0.5221257	0.47787422
0.31004518	0.6899549
0.084926024	0.91507393
0.13412452	0.8658754
0.08890574	0.91109425
0.03546813	0.9645319
0.030385084	0.9696149
0.040591367	0.95940864
0.03732508	0.96267486
0.5204428	0.47955716
0.3480679	0.6519321
0.31405175	0.6859483
0.35935068	0.64064926
0.10865255	0.89134747
0.5587501	0.4412499
0.16899355	0.83100647
0.06972667	0.9302733
0.044094533	0.9559055
0.030746287	0.9692537
