0	-0.03310114	-0.3635694	0.43875822	-0.12444957	-0.22447543	-0.22809298	0.1784196	-0.17307682	-0.40617287	0.09817028	0.004761184	0.12845434	0.14198296	-0.27844745	-0.11901126	-0.36979368	-0.05569537	-0.17583965	-0.17284136	0.035867494	0.040236566	-0.20487034	-0.70004153	0.16524072	0.24232762	0.42257568	0.005740737	-0.14271867	0.17641129	-0.8037839
1	0.009249374	-0.64798164	0.7748834	-0.49592495	0.098627776	-0.19089594	-0.5533105	0.88207877	-0.82987964	0.24145442	0.439403	0.8012285	0.13182068	0.3219209	0.25315702	-0.112491034	0.014050491	-0.25460434	-0.30355102	-0.20125543	-0.46387583	0.1601441	-0.7753074	0.34553733	0.07979001	0.2548157	0.15198323	0.016441558	0.55685866	-0.57496154
2	-0.22525457	-0.64856684	0.52337617	0.17617694	0.046046868	-0.16810551	-0.1783012	-0.100068845	-0.7307198	0.29296565	0.13108164	0.24589835	0.33794695	0.028507467	-0.18063663	-0.32047114	0.16818962	0.14651553	-0.2745285	0.2213427	0.23856044	0.010238916	-0.164765	0.28279835	0.09639134	0.10860814	0.13774437	-0.3070344	0.29066053	-0.3010271
3	-0.22149889	-0.25147042	0.42386875	-0.019703666	-0.08115294	0.17400497	0.047448914	0.1694817	-0.5429221	0.14612195	0.35346806	0.4968184	-0.22148488	-0.21181303	-0.31051126	-0.28051007	-0.14812677	0.011219092	-0.5059211	0.1422049	0.18396063	-0.03477406	-0.21476872	0.054151222	0.019111296	0.12802333	0.24439071	-0.20640667	-0.10217831	-0.5242581
4	-0.0995289	-0.5988977	0.3102092	0.20978265	-0.2527471	-0.20404327	-0.055078495	-0.02418747	-0.68380356	0.29980597	0.27538836	0.15886384	0.33246136	-0.041213844	-0.049027767	-0.42659083	0.047674593	0.12786761	-0.2267973	0.03208999	0.18182993	-0.07365994	-0.37168825	0.30143127	-0.19525622	0.22990942	0.22751665	-0.38199872	0.33816022	-0.40092078
5	-0.15744834	-0.3471284	0.64043057	-0.056005687	-0.27386916	0.09425106	0.07859675	-0.09223443	-0.52061087	0.092105575	0.016215889	0.36614573	-0.125969	-0.3581787	-0.26664117	-0.22441359	-0.088541955	0.041312486	-0.25213572	-0.022610625	-0.037601843	-0.26425964	-0.2157725	0.32598853	0.19339962	0.36289	0.18692374	-0.0025296386	0.24545169	-0.43863988
6	-0.17241304	-0.3552521	0.52836907	-0.030958805	-0.25564915	-0.12705286	0.07561292	-0.1034833	-0.7065168	-0.086909056	0.042067684	0.43494734	0.23840901	-0.34827757	-0.28109565	-0.36946028	-0.14150243	0.2755977	-0.06691609	0.057461727	-0.052118026	-0.17048016	0.04478041	0.76686954	0.030494291	0.23737235	-0.34290534	-0.21953122	0.55530196	-0.6359966
7	-0.25320578	-0.5621279	0.44316602	0.19859023	-0.31127593	0.009346639	-0.038291812	-0.121777594	-0.55493593	0.254659	0.102821626	0.20950536	-0.113656975	-0.26863304	-0.18599541	-0.35982943	0.14616531	0.16426174	-0.1622784	0.1049606	0.077028744	-0.26758066	-0.012496949	0.45518413	0.18294574	0.05001506	0.09564368	-0.14696242	0.41986966	-0.4755129
8	-0.03435256	-0.37519643	0.06635792	-0.1981568	-0.36891812	-0.2546972	0.18791015	-0.003676125	-0.8413247	-0.21631826	0.14707606	-0.05981762	0.17153971	-0.41974926	-0.5393088	-0.5942458	-0.118906155	0.10817415	-0.026568392	0.09288915	0.00086820073	-0.18295042	-0.048794355	0.49588066	0.08431571	0.64615625	-0.34196907	-0.34042725	0.52663887	-0.8683297
9	-0.07539775	-0.088247776	0.3448596	0.1583995	-0.3605454	-0.17796333	-0.040119316	-0.28574553	-0.8321085	-0.013866735	0.26542568	0.09875604	-0.081367455	-0.34719536	-0.24059986	-0.45691666	0.26653656	0.060820434	-0.28237447	0.30923322	-0.20625043	-0.029934594	-0.36564842	0.47572353	0.19282542	0.2788805	0.033280946	-0.29913142	0.31421003	-0.1513363
10	-0.6239922	-0.582752	0.22888075	0.73993367	-0.40543106	0.026658766	-0.54899937	-0.19514327	-1.1749824	0.20672406	0.09184209	0.09888575	0.17887779	0.2115194	-0.20258127	0.17812096	-0.057352003	-0.17038406	0.16574453	0.35246179	0.14202021	-0.16212565	-0.4870743	-0.050276447	0.55590886	0.67309386	-0.5301911	-0.20050476	0.37810883	-0.97626
11	-0.40631083	-0.49404752	0.62732506	0.264935	-0.20478807	0.12914638	-0.1244843	-0.19846411	-0.96041805	-0.029093156	0.02080741	0.38067842	-0.07917886	0.25976804	-0.038685754	0.25251362	-0.4171827	-0.014849578	0.14772762	0.51148134	-0.15920934	-0.35477018	-0.5156205	0.11030374	0.46951684	0.603002	-0.35673788	-0.13074665	0.59292394	-0.7174737
12	-0.034281105	-0.42152172	0.5427122	0.06990983	-0.31660983	0.26936132	-0.264108	-0.26842874	-0.56516933	-0.15744403	0.055888675	0.5016159	-0.18717185	-0.101258606	-0.026022075	-0.24250865	-0.33571196	0.25340247	-0.23220271	0.08883005	-0.11825435	-0.15018491	-0.56437314	0.35966802	0.35405976	0.5907933	-0.11087871	0.051400814	0.39659438	-0.39702356
13	-0.23882739	-0.29058525	0.3902226	-0.1220121	-0.19222225	-0.16535597	-0.13640843	0.013526482	-0.572754	0.05304427	0.14266816	0.22413404	0.20591111	-0.26304585	-0.15353563	-0.38197535	-0.014660451	0.3768444	-0.36076504	0.12384462	0.10467529	-0.07678507	-0.27014655	-0.11418643	0.14157662	0.30395025	0.11341908	-0.6514857	0.506597	-0.4532958
14	-0.07441054	-0.34603	0.55409086	-0.08719079	-0.19074982	-0.14216848	-0.072814204	0.09160233	-0.41895542	0.2437059	0.30963248	0.14594044	0.26023757	-0.1532757	-0.14996105	-0.39535657	0.016341161	0.05112173	-0.17829223	0.0018133074	0.2870074	0.069579184	-0.17782548	0.17494255	-0.16508843	0.47650376	0.23735364	-0.57803726	0.2502346	-0.45343605
15	-0.2196161	-0.28013226	0.5423927	0.58316904	0.055335008	0.15257639	0.08409007	0.21274397	-0.95726603	0.21552482	-0.15614775	0.5467366	0.14052668	-0.345833	-0.2433974	-0.32190466	0.012038693	0.14565638	-0.10719655	0.3407026	0.49563056	-0.077160835	-0.48781592	0.109780416	-0.13661465	-0.20821862	-0.09975697	-0.51200104	0.25299352	-0.34862655
16	-0.11268732	-0.6076465	0.5346468	-0.056636564	0.1718877	0.09896677	-0.24458903	0.34039873	-0.8639012	0.37638593	0.23676273	0.4564039	0.08705975	-0.03252451	-0.08724491	-0.13987389	0.16038574	-0.059544757	-0.29882765	-0.0035887146	0.38081253	0.12464041	-0.4341902	0.39158309	-0.06886488	0.090453446	-0.0039681764	-0.49450314	0.489564	-0.29957613
17	-0.16157389	-0.39548272	0.3698014	-0.15353653	-0.27964368	0.3201103	-0.33982426	0.15863827	-0.7542447	0.16942474	0.3292681	0.4007003	-0.030886061	-0.10128559	0.12255676	-0.17493303	0.117436305	0.14001682	-0.17965785	-0.11208841	0.23408228	-0.17089467	-0.3973917	0.29161385	-0.12718356	0.264126	0.08309443	-0.11135901	0.25821584	-0.4573794
18	0.023948982	-0.368472	0.52800107	-0.0008743058	-0.19455945	-0.019099832	0.1221957	-0.010293121	-0.7258403	0.13371386	0.3203798	0.276243	0.16196962	-0.19968708	-0.2270229	-0.29179895	0.27059537	0.024721412	-0.17681073	0.009468511	0.2467475	-0.08019554	-0.22840096	0.17658897	0.031730898	0.14002146	0.20928009	-0.1712005	0.3792018	-0.33131692
19	-0.021983525	-0.08089226	0.40477958	0.30045897	-0.28562686	-0.13371548	-0.08263483	0.027476683	-0.780765	-0.055581816	-0.11263452	0.28634128	0.06458367	-0.30005744	-0.39023447	-0.099936426	0.091412954	0.33733872	-0.26240772	0.58326435	0.16272879	-0.11978442	-0.700696	0.29502675	0.25650105	0.123339616	-0.013707285	-0.08054952	0.04281504	-0.33430603
20	-0.025804179	-0.17301132	0.4340978	0.15062132	-0.2423819	0.05735774	-0.03270573	0.033793602	-0.7209752	0.20038153	0.29030302	0.3099073	-0.047810756	-0.37708718	0.049604062	-0.21688135	0.113524914	0.09614352	-0.21452975	0.19673918	-0.029276732	-0.1547902	-0.36443582	0.29573077	0.27220157	-0.14767095	-0.002239785	-0.15453348	0.22937472	-0.46020886
21	-0.20024829	-0.48263946	0.41127628	0.030759841	-0.033738475	-0.033650804	-0.1640816	0.11486298	-0.6719263	0.2595163	0.23812404	0.378851	-0.18513937	-0.16952825	-0.018741762	-0.22942765	0.10377058	0.025672024	-0.31233558	0.2794425	-0.006598285	-0.26155993	-0.11484039	0.38813877	0.06979702	0.14137878	0.016677389	-0.13106488	0.5142518	-0.4085874
