topic_id	doc_id	probability
0	119803	0.990865
0	106056	0.990809
0	61676	0.990741
0	106041	0.990377
0	119790	0.990211
1	65924	0.991084
1	73271	0.990050
1	73260	0.990050
1	73279	0.990037
1	74972	0.987955
2	50457	0.987224
2	59935	0.985860
2	57035	0.985533
2	48435	0.984942
2	37465	0.984803
3	4435	0.986072
3	17336	0.985622
3	6806	0.985563
3	1502	0.985311
3	11376	0.985000
4	14093	0.985808
4	17249	0.985240
4	14431	0.985003
4	80072	0.983847
4	12105	0.983795
