topic_id	doc_id	probability
0	61676	0.993304
0	119803	0.993293
0	119790	0.993168
0	97162	0.991516
0	50457	0.991348
1	65479	0.994703
1	65349	0.994253
1	68603	0.993837
1	65324	0.993822
1	66893	0.993721
