topic_id	doc_id	probability
0	119803	0.991389
0	61676	0.991225
0	106056	0.991070
0	119790	0.990785
0	106041	0.990637
1	65479	0.992674
1	65349	0.991882
1	65324	0.991228
1	68603	0.991158
1	78366	0.990926
2	50457	0.987918
2	59935	0.986587
2	57035	0.985785
2	37465	0.985606
2	48435	0.985567
3	6743	0.987814
3	17336	0.986295
3	6806	0.986287
3	6521	0.986244
3	4435	0.985955
