doc_id	topic_0	topic_1
21277	0.630976	0.369024
21278	0.053577	0.946423
21279	0.034620	0.965380
21280	0.371761	0.628239
21281	0.194959	0.805041
21282	0.031312	0.968688
21283	0.108992	0.891008
21284	0.068366	0.931634
21285	0.037003	0.962997
21286	0.382770	0.617230
21287	0.409352	0.590648
21288	0.061245	0.938755
21289	0.236504	0.763496
21290	0.026462	0.973538
21291	0.053295	0.946705
21292	0.078142	0.921858
21293	0.194741	0.805259
21294	0.306139	0.693861
21295	0.196658	0.803342
21296	0.082696	0.917304
21297	0.132991	0.867009
21298	0.246881	0.753119
21299	0.122191	0.877809
21300	0.036962	0.963038
21301	0.024524	0.975476
21302	0.023426	0.976574
21303	0.030012	0.969988
21304	0.087412	0.912588
21305	0.025421	0.974579
21306	0.030623	0.969377
21307	0.061880	0.938120
21308	0.028169	0.971831
21309	0.349672	0.650328
21310	0.027999	0.972001
21311	0.397482	0.602518
21312	0.035865	0.964135
21313	0.031807	0.968193
21314	0.025557	0.974443
21315	0.148299	0.851701
21316	0.285283	0.714717
21317	0.085288	0.914712
21318	0.241459	0.758541
21319	0.935987	0.064013
21320	0.034071	0.965929
21321	0.023699	0.976301
21322	0.036905	0.963095
21323	0.052517	0.947483
21324	0.049822	0.950178
21325	0.034934	0.965066
21326	0.031749	0.968251
21327	0.952887	0.047113
21328	0.031766	0.968234
21329	0.370781	0.629219
21330	0.065092	0.934908
21331	0.030770	0.969230
21332	0.042681	0.957319
21333	0.028711	0.971289
21334	0.033013	0.966987
21335	0.257519	0.742481
21336	0.027501	0.972499
21337	0.492938	0.507062
21338	0.095061	0.904939
21339	0.027580	0.972420
21340	0.226101	0.773899
21341	0.119887	0.880113
21342	0.144438	0.855562
21343	0.184999	0.815001
21344	0.033039	0.966961
21345	0.026272	0.973728
21346	0.037371	0.962629
21347	0.047932	0.952068
21348	0.547799	0.452201
21349	0.063848	0.936152
21350	0.022071	0.977929
21351	0.052087	0.947913
21352	0.025203	0.974797
21353	0.037424	0.962576
21354	0.784740	0.215260
21355	0.021900	0.978100
21356	0.044418	0.955582
21357	0.644730	0.355270
21358	0.029036	0.970964
21359	0.020798	0.979202
21360	0.453438	0.546562
21361	0.322954	0.677046
21362	0.143087	0.856913
21363	0.025504	0.974496
21364	0.092448	0.907552
21365	0.104154	0.895846
21366	0.380156	0.619844
21367	0.023721	0.976279
21368	0.094101	0.905899
21369	0.184788	0.815212
21370	0.036994	0.963006
21371	0.418399	0.581601
21372	0.246757	0.753243
21373	0.030988	0.969012
21374	0.119645	0.880355
21375	0.024121	0.975879
21376	0.033164	0.966836
21377	0.022033	0.977967
21378	0.024749	0.975251
21379	0.020334	0.979666
21380	0.810493	0.189507
21381	0.032151	0.967849
21382	0.030815	0.969185
21383	0.144438	0.855562
21384	0.175300	0.824700
21385	0.387653	0.612347
21386	0.242924	0.757076
21387	0.256193	0.743807
21388	0.026394	0.973606
21389	0.032146	0.967854
21390	0.959310	0.040690
21391	0.025669	0.974331
21392	0.407938	0.592062
21393	0.042683	0.957317
21394	0.379510	0.620490
21395	0.027866	0.972134
21396	0.627241	0.372759
21397	0.022083	0.977917
21398	0.044396	0.955604
21399	0.028889	0.971111
21400	0.033249	0.966751
21401	0.208692	0.791308
21402	0.780437	0.219563
21403	0.062259	0.937741
21404	0.028401	0.971599
21405	0.037940	0.962060
21406	0.033624	0.966376
21407	0.051450	0.948550
21408	0.398528	0.601472
21409	0.022292	0.977708
21410	0.144965	0.855035
21411	0.164651	0.835349
21412	0.221703	0.778297
21413	0.038106	0.961894
21414	0.090274	0.909726
21415	0.188423	0.811577
21416	0.055757	0.944243
21417	0.219247	0.780753
21418	0.024530	0.975470
21419	0.028911	0.971089
21420	0.026250	0.973750
21421	0.027654	0.972346
21422	0.020253	0.979747
21423	0.104297	0.895703
21424	0.252842	0.747158
21425	0.029026	0.970974
21426	0.895218	0.104782
21427	0.048572	0.951428
21428	0.136349	0.863651
21429	0.029133	0.970867
21430	0.031063	0.968937
21431	0.027489	0.972511
21432	0.150975	0.849025
21433	0.210439	0.789561
21434	0.027940	0.972060
21435	0.157641	0.842359
21436	0.027006	0.972994
21437	0.030695	0.969305
21438	0.119897	0.880103
21439	0.349861	0.650139
21440	0.023755	0.976245
21441	0.055989	0.944011
21442	0.042465	0.957535
21443	0.021121	0.978879
21444	0.377204	0.622796
21445	0.136976	0.863024
21446	0.901538	0.098462
21447	0.031660	0.968340
21448	0.038366	0.961634
21449	0.049274	0.950726
21450	0.025835	0.974165
21451	0.040619	0.959381
21452	0.027562	0.972438
21453	0.118173	0.881827
21454	0.037146	0.962854
21455	0.725339	0.274661
21456	0.338573	0.661427
21457	0.286753	0.713247
21458	0.151380	0.848620
21459	0.308673	0.691327
21460	0.031560	0.968440
21461	0.075015	0.924985
21462	0.026727	0.973273
21463	0.574105	0.425895
21464	0.033568	0.966432
21465	0.706013	0.293987
21466	0.309536	0.690464
21467	0.161923	0.838077
21468	0.026835	0.973165
21469	0.034139	0.965861
21470	0.038867	0.961133
21471	0.039049	0.960951
21472	0.114928	0.885072
21473	0.104858	0.895142
21474	0.100827	0.899173
21475	0.187253	0.812747
21476	0.915635	0.084365
21477	0.026639	0.973361
21478	0.127597	0.872403
21479	0.108991	0.891009
21480	0.026416	0.973584
21481	0.313038	0.686962
21482	0.032975	0.967025
21483	0.023970	0.976030
21484	0.027187	0.972813
21485	0.092827	0.907173
21486	0.091821	0.908179
21487	0.026199	0.973801
21488	0.975231	0.024769
21489	0.055453	0.944547
21490	0.034427	0.965573
21491	0.026233	0.973767
21492	0.023832	0.976168
21493	0.958623	0.041377
21494	0.935987	0.064013
21495	0.022129	0.977871
21496	0.041751	0.958249
21497	0.043361	0.956639
21498	0.029609	0.970391
21499	0.031304	0.968696
21500	0.047823	0.952177
21501	0.231883	0.768117
21502	0.023420	0.976580
21503	0.057350	0.942650
21504	0.601779	0.398221
21505	0.286854	0.713146
21506	0.046547	0.953453
21507	0.163019	0.836981
21508	0.140396	0.859604
21509	0.029742	0.970258
21510	0.979937	0.020063
21511	0.931524	0.068476
21512	0.128081	0.871919
21513	0.126566	0.873434
21514	0.018252	0.981748
21515	0.154537	0.845463
21516	0.143423	0.856577
21517	0.045993	0.954007
21518	0.025694	0.974306
21519	0.086138	0.913862
21520	0.488676	0.511324
21521	0.032359	0.967641
21522	0.020534	0.979466
21523	0.022686	0.977314
21524	0.205518	0.794482
21525	0.597893	0.402107
21526	0.105283	0.894717
21527	0.027381	0.972619
21528	0.044409	0.955591
21529	0.272751	0.727249
21530	0.039603	0.960397
21531	0.285680	0.714320
21532	0.024094	0.975906
21533	0.069448	0.930552
21534	0.025802	0.974198
21535	0.021420	0.978580
21536	0.864303	0.135697
21537	0.022907	0.977093
21538	0.022714	0.977286
21539	0.024003	0.975997
21540	0.028489	0.971511
21541	0.333422	0.666578
21542	0.044495	0.955505
21543	0.165826	0.834174
21544	0.164097	0.835903
21545	0.304745	0.695255
21546	0.024367	0.975633
21547	0.636894	0.363106
21548	0.092421	0.907579
21549	0.022629	0.977371
21550	0.170829	0.829171
21551	0.380255	0.619745
21552	0.291739	0.708261
21553	0.138007	0.861993
21554	0.202439	0.797561
21555	0.033864	0.966136
21556	0.505671	0.494329
21557	0.710620	0.289380
21558	0.035079	0.964921
21559	0.155587	0.844413
21560	0.052454	0.947546
21561	0.047556	0.952444
21562	0.331380	0.668620
21563	0.686469	0.313531
21564	0.034301	0.965699
21565	0.140771	0.859229
21566	0.505202	0.494798
21567	0.968973	0.031027
21568	0.243441	0.756559
21569	0.140488	0.859512
21570	0.130476	0.869524
21571	0.458612	0.541388
21572	0.045949	0.954051
21573	0.422745	0.577255
21574	0.041310	0.958690
21575	0.032231	0.967769
21576	0.183666	0.816334
21577	0.912667	0.087333
21578	0.101630	0.898370
21579	0.164883	0.835117
21580	0.029865	0.970135
21581	0.044166	0.955834
21582	0.258027	0.741973
21583	0.424128	0.575872
21584	0.019367	0.980633
21585	0.140078	0.859922
21586	0.418014	0.581986
21587	0.045867	0.954133
21588	0.060584	0.939416
21589	0.031816	0.968184
21590	0.605517	0.394483
21591	0.294283	0.705717
21592	0.041572	0.958428
21593	0.082574	0.917426
21594	0.026728	0.973272
21595	0.946518	0.053482
21596	0.206383	0.793617
21597	0.031163	0.968837
21598	0.449222	0.550778
21599	0.091418	0.908582
21600	0.065378	0.934622
21601	0.025750	0.974250
21602	0.411778	0.588222
21603	0.033372	0.966628
21604	0.243795	0.756205
21605	0.022158	0.977842
21606	0.210759	0.789241
21607	0.020481	0.979519
21608	0.027384	0.972616
21609	0.514368	0.485632
21610	0.726767	0.273233
21611	0.067855	0.932145
21612	0.028842	0.971158
21613	0.681418	0.318582
21614	0.034646	0.965354
21615	0.023161	0.976839
21616	0.166307	0.833693
21617	0.037584	0.962416
21618	0.046081	0.953919
21619	0.043830	0.956170
21620	0.045429	0.954571
21621	0.034585	0.965415
21622	0.030892	0.969108
21623	0.040760	0.959240
21624	0.034197	0.965803
21625	0.072893	0.927107
21626	0.348303	0.651697
21627	0.031423	0.968577
21628	0.025689	0.974311
21629	0.029076	0.970924
21630	0.014944	0.985056
21631	0.072059	0.927941
21632	0.553699	0.446301
21633	0.081727	0.918273
21634	0.339085	0.660915
21635	0.022832	0.977168
21636	0.027627	0.972373
21637	0.578847	0.421153
21638	0.027663	0.972337
21639	0.063005	0.936995
21640	0.252236	0.747764
21641	0.029759	0.970241
21642	0.167956	0.832044
21643	0.285471	0.714529
21644	0.266914	0.733086
21645	0.158164	0.841836
21646	0.978477	0.021523
21647	0.185906	0.814094
21648	0.590015	0.409985
21649	0.203673	0.796327
21650	0.290973	0.709027
21651	0.034823	0.965177
21652	0.031551	0.968449
21653	0.033942	0.966058
21654	0.027288	0.972712
21655	0.262865	0.737135
21656	0.039701	0.960299
21657	0.957654	0.042346
21658	0.163176	0.836824
21659	0.036250	0.963750
21660	0.042679	0.957321
21661	0.394040	0.605960
21662	0.382516	0.617484
21663	0.022562	0.977438
21664	0.022752	0.977248
21665	0.041442	0.958558
21666	0.023636	0.976364
21667	0.030602	0.969398
21668	0.927851	0.072149
21669	0.028647	0.971353
21670	0.041829	0.958171
21671	0.027238	0.972762
21672	0.044631	0.955369
21673	0.046000	0.954000
21674	0.027403	0.972597
21675	0.186098	0.813902
21676	0.075081	0.924919
21677	0.063149	0.936851
21678	0.016449	0.983551
21679	0.028245	0.971755
21680	0.035561	0.964439
21681	0.024842	0.975158
21682	0.181659	0.818341
21683	0.085430	0.914570
21684	0.031927	0.968073
21685	0.261369	0.738631
21686	0.090179	0.909821
21687	0.132302	0.867698
21688	0.180823	0.819177
21689	0.053052	0.946948
21690	0.275909	0.724091
21691	0.033800	0.966200
21692	0.912400	0.087600
21693	0.748148	0.251852
21694	0.120836	0.879164
21695	0.036716	0.963284
21696	0.110466	0.889534
21697	0.232612	0.767388
21698	0.174856	0.825144
21699	0.024850	0.975150
21700	0.163471	0.836529
21701	0.023907	0.976093
21702	0.027072	0.972928
21703	0.026651	0.973349
21704	0.027508	0.972492
21705	0.033036	0.966964
21706	0.033667	0.966333
21707	0.366831	0.633169
21708	0.193551	0.806449
21709	0.041217	0.958783
21710	0.029862	0.970138
21711	0.282449	0.717551
21712	0.199879	0.800121
21713	0.033197	0.966803
21714	0.508361	0.491639
21715	0.023516	0.976484
21716	0.031877	0.968123
21717	0.026987	0.973013
21718	0.024205	0.975795
21719	0.941651	0.058349
21720	0.355619	0.644381
21721	0.024680	0.975320
21722	0.030462	0.969538
21723	0.025734	0.974266
21724	0.583595	0.416405
21725	0.020030	0.979970
21726	0.170331	0.829669
21727	0.810742	0.189258
21728	0.205104	0.794896
21729	0.026332	0.973668
21730	0.050977	0.949023
21731	0.226896	0.773104
21732	0.680122	0.319878
21733	0.029818	0.970182
21734	0.300699	0.699301
21735	0.264739	0.735261
21736	0.070069	0.929931
21737	0.313269	0.686731
21738	0.660945	0.339055
21739	0.039583	0.960417
21740	0.029702	0.970298
21741	0.122263	0.877737
21742	0.022977	0.977023
21743	0.164259	0.835741
21744	0.126153	0.873847
21745	0.332983	0.667017
21746	0.026931	0.973069
21747	0.028560	0.971440
21748	0.034922	0.965078
21749	0.044905	0.955095
21750	0.413185	0.586815
21751	0.716845	0.283155
21752	0.943159	0.056841
21753	0.075562	0.924438
21754	0.526362	0.473638
21755	0.337561	0.662439
21756	0.624024	0.375976
21757	0.028517	0.971483
21758	0.123810	0.876190
21759	0.029733	0.970267
21760	0.956278	0.043722
21761	0.032672	0.967328
21762	0.024558	0.975442
21763	0.956644	0.043356
21764	0.027256	0.972744
21765	0.059203	0.940797
21766	0.031530	0.968470
21767	0.574068	0.425932
21768	0.074370	0.925630
21769	0.029696	0.970304
21770	0.032634	0.967366
21771	0.036961	0.963039
21772	0.021074	0.978926
21773	0.733668	0.266332
21774	0.026944	0.973056
21775	0.048058	0.951942
21776	0.148348	0.851652
21777	0.440254	0.559746
21778	0.112933	0.887067
21779	0.124347	0.875653
21780	0.030924	0.969076
21781	0.019133	0.980867
21782	0.897858	0.102142
21783	0.035446	0.964554
21784	0.076594	0.923406
21785	0.025621	0.974379
21786	0.055442	0.944558
21787	0.316588	0.683412
21788	0.139823	0.860177
21789	0.222591	0.777409
21790	0.023144	0.976856
21791	0.051916	0.948084
21792	0.112953	0.887047
21793	0.028376	0.971624
21794	0.029339	0.970661
21795	0.028671	0.971329
21796	0.366317	0.633683
21797	0.027460	0.972540
21798	0.029887	0.970113
21799	0.135628	0.864372
21800	0.024743	0.975257
21801	0.176596	0.823404
21802	0.032526	0.967474
21803	0.578241	0.421759
21804	0.539320	0.460680
21805	0.037510	0.962490
21806	0.058823	0.941177
21807	0.131806	0.868194
21808	0.032343	0.967657
21809	0.060525	0.939475
21810	0.315334	0.684666
21811	0.167404	0.832596
21812	0.033468	0.966532
21813	0.033859	0.966141
21814	0.027073	0.972927
21815	0.032658	0.967342
21816	0.125676	0.874324
21817	0.096791	0.903209
21818	0.028528	0.971472
21819	0.024492	0.975508
21820	0.410374	0.589626
21821	0.033247	0.966753
21822	0.027137	0.972863
21823	0.127869	0.872131
21824	0.024462	0.975538
21825	0.241539	0.758461
21826	0.028017	0.971983
21827	0.103506	0.896494
21828	0.030254	0.969746
21829	0.026691	0.973309
21830	0.036943	0.963057
21831	0.024303	0.975697
21832	0.812324	0.187676
21833	0.230914	0.769086
21834	0.968880	0.031120
21835	0.470436	0.529564
21836	0.578825	0.421175
21837	0.538446	0.461554
21838	0.403122	0.596878
21839	0.027518	0.972482
21840	0.040385	0.959615
21841	0.029457	0.970543
21842	0.022990	0.977010
21843	0.062334	0.937666
21844	0.216742	0.783258
21845	0.035182	0.964818
21846	0.034957	0.965043
21847	0.200123	0.799877
21848	0.052387	0.947613
21849	0.048570	0.951430
21850	0.281279	0.718721
21851	0.087710	0.912290
21852	0.293883	0.706117
21853	0.055937	0.944063
21854	0.112745	0.887255
21855	0.110228	0.889772
21856	0.042784	0.957216
21857	0.021036	0.978964
21858	0.028614	0.971386
21859	0.029560	0.970440
21860	0.101287	0.898713
21861	0.028071	0.971929
21862	0.395396	0.604604
21863	0.022063	0.977937
21864	0.037445	0.962555
21865	0.595147	0.404853
21866	0.025870	0.974130
21867	0.377590	0.622410
21868	0.065845	0.934155
21869	0.964061	0.035939
21870	0.603477	0.396523
21871	0.045347	0.954653
21872	0.164016	0.835984
21873	0.032229	0.967771
21874	0.041682	0.958318
21875	0.187198	0.812802
21876	0.033232	0.966768
21877	0.034226	0.965774
21878	0.466194	0.533806
21879	0.021227	0.978773
21880	0.050158	0.949842
21881	0.015507	0.984493
21882	0.096210	0.903790
21883	0.350314	0.649686
21884	0.240001	0.759999
21885	0.033168	0.966832
21886	0.459359	0.540641
21887	0.040017	0.959983
21888	0.224883	0.775117
21889	0.029818	0.970182
21890	0.253060	0.746940
21891	0.923741	0.076259
21892	0.032093	0.967907
21893	0.242598	0.757402
21894	0.147952	0.852048
21895	0.026760	0.973240
21896	0.023993	0.976007
21897	0.228833	0.771167
21898	0.031314	0.968686
21899	0.477972	0.522028
21900	0.032013	0.967987
21901	0.067283	0.932717
21902	0.017310	0.982690
21903	0.341356	0.658644
21904	0.019370	0.980630
21905	0.214244	0.785756
21906	0.206277	0.793723
21907	0.937266	0.062734
21908	0.076759	0.923241
21909	0.424017	0.575983
21910	0.026699	0.973301
21911	0.293066	0.706934
21912	0.107653	0.892347
21913	0.023948	0.976052
21914	0.030624	0.969376
21915	0.085725	0.914275
21916	0.196166	0.803834
21917	0.173958	0.826042
21918	0.281518	0.718482
21919	0.031175	0.968825
21920	0.019512	0.980488
21921	0.030203	0.969797
21922	0.040091	0.959909
21923	0.030739	0.969261
21924	0.035416	0.964584
21925	0.017494	0.982506
21926	0.015153	0.984847
21927	0.026976	0.973024
21928	0.056122	0.943878
21929	0.070341	0.929659
21930	0.021223	0.978777
21931	0.029272	0.970728
21932	0.035662	0.964338
21933	0.032770	0.967230
21934	0.529588	0.470412
21935	0.032866	0.967134
21936	0.081079	0.918921
21937	0.026740	0.973260
21938	0.820526	0.179474
21939	0.093031	0.906969
21940	0.372741	0.627259
21941	0.031869	0.968131
21942	0.591687	0.408313
21943	0.038628	0.961372
21944	0.133087	0.866913
21945	0.948567	0.051433
21946	0.063099	0.936901
21947	0.169165	0.830835
21948	0.041136	0.958864
21949	0.032725	0.967275
21950	0.029272	0.970728
21951	0.034132	0.965868
21952	0.033676	0.966324
21953	0.066698	0.933302
21954	0.155295	0.844705
21955	0.040440	0.959560
21956	0.028503	0.971497
21957	0.058508	0.941492
21958	0.026001	0.973999
21959	0.293653	0.706347
21960	0.034687	0.965313
21961	0.027311	0.972689
21962	0.049732	0.950268
21963	0.045644	0.954356
21964	0.100302	0.899698
21965	0.026329	0.973671
21966	0.029047	0.970953
21967	0.725230	0.274770
21968	0.029842	0.970158
21969	0.101875	0.898125
21970	0.382960	0.617040
21971	0.117977	0.882023
21972	0.389717	0.610283
21973	0.020820	0.979180
21974	0.115971	0.884029
21975	0.053242	0.946758
21976	0.055237	0.944763
21977	0.208869	0.791131
21978	0.040865	0.959135
21979	0.154528	0.845472
21980	0.028382	0.971618
21981	0.026273	0.973727
21982	0.028443	0.971557
21983	0.020772	0.979228
21984	0.050131	0.949869
21985	0.066546	0.933454
21986	0.037163	0.962837
21987	0.027293	0.972707
21988	0.022032	0.977968
21989	0.025933	0.974067
21990	0.134788	0.865212
21991	0.167540	0.832460
21992	0.026480	0.973520
21993	0.260986	0.739014
21994	0.029530	0.970470
21995	0.046254	0.953746
21996	0.034446	0.965554
21997	0.019830	0.980170
21998	0.074043	0.925957
21999	0.021722	0.978278
22000	0.199777	0.800223
22001	0.530608	0.469392
22002	0.022523	0.977477
22003	0.046496	0.953504
22004	0.029438	0.970562
22005	0.688539	0.311461
22006	0.123981	0.876019
22007	0.162604	0.837396
22008	0.022125	0.977875
22009	0.024017	0.975983
22010	0.112972	0.887028
22011	0.036518	0.963482
22012	0.028590	0.971410
22013	0.420778	0.579222
22014	0.029564	0.970436
22015	0.220870	0.779130
22016	0.276200	0.723800
22017	0.036115	0.963885
22018	0.028088	0.971912
22019	0.103032	0.896968
22020	0.025491	0.974509
22021	0.029013	0.970987
22022	0.036677	0.963323
22023	0.086926	0.913074
22024	0.042359	0.957641
22025	0.038885	0.961115
22026	0.039647	0.960353
22027	0.165568	0.834432
22028	0.021160	0.978840
22029	0.229140	0.770860
22030	0.023341	0.976659
22031	0.025857	0.974143
22032	0.206770	0.793230
22033	0.029224	0.970776
22034	0.047958	0.952042
22035	0.029081	0.970919
22036	0.026654	0.973346
22037	0.023042	0.976958
22038	0.023906	0.976094
22039	0.037370	0.962630
22040	0.151870	0.848130
22041	0.058956	0.941044
22042	0.521960	0.478040
22043	0.029214	0.970786
22044	0.025143	0.974857
22045	0.041187	0.958813
22046	0.031815	0.968185
22047	0.113555	0.886445
22048	0.476718	0.523282
22049	0.063409	0.936591
22050	0.135116	0.864884
22051	0.042347	0.957653
22052	0.027961	0.972039
22053	0.042889	0.957111
22054	0.274150	0.725850
22055	0.037428	0.962572
22056	0.027356	0.972644
22057	0.135939	0.864061
22058	0.045737	0.954263
22059	0.030855	0.969145
22060	0.049635	0.950365
22061	0.032979	0.967021
22062	0.023004	0.976996
22063	0.636238	0.363762
22064	0.180014	0.819986
22065	0.525145	0.474855
22066	0.028923	0.971077
22067	0.029532	0.970468
22068	0.194772	0.805228
22069	0.028074	0.971926
22070	0.160791	0.839209
22071	0.181243	0.818757
22072	0.136037	0.863963
22073	0.205979	0.794021
22074	0.026517	0.973483
22075	0.025035	0.974965
22076	0.113933	0.886067
22077	0.026059	0.973941
22078	0.026364	0.973636
22079	0.574594	0.425406
22080	0.200396	0.799604
22081	0.127549	0.872451
22082	0.025970	0.974030
22083	0.126279	0.873721
22084	0.036849	0.963151
22085	0.028903	0.971097
22086	0.023788	0.976212
22087	0.042434	0.957566
22088	0.113080	0.886920
22089	0.081290	0.918710
22090	0.946321	0.053679
22091	0.057070	0.942930
22092	0.263063	0.736937
22093	0.036497	0.963503
22094	0.104817	0.895183
22095	0.022806	0.977194
22096	0.139525	0.860475
22097	0.641019	0.358981
22098	0.066347	0.933653
22099	0.027413	0.972587
22100	0.538374	0.461626
22101	0.041809	0.958191
22102	0.030025	0.969975
22103	0.208097	0.791903
22104	0.101950	0.898050
22105	0.182493	0.817507
22106	0.037680	0.962320
22107	0.035496	0.964504
22108	0.395457	0.604543
22109	0.088795	0.911205
22110	0.030514	0.969486
22111	0.037588	0.962412
22112	0.029132	0.970868
22113	0.055163	0.944837
22114	0.865236	0.134764
22115	0.035022	0.964978
22116	0.030319	0.969681
22117	0.031451	0.968549
22118	0.104031	0.895969
22119	0.031146	0.968854
22120	0.098730	0.901270
22121	0.024388	0.975612
22122	0.022566	0.977434
22123	0.022820	0.977180
22124	0.125546	0.874454
22125	0.495014	0.504986
22126	0.030822	0.969178
22127	0.031960	0.968040
22128	0.304899	0.695101
22129	0.026993	0.973007
22130	0.062961	0.937039
22131	0.129137	0.870863
22132	0.115430	0.884570
22133	0.072740	0.927260
22134	0.500782	0.499218
22135	0.050206	0.949794
22136	0.045625	0.954375
22137	0.026608	0.973392
22138	0.044598	0.955402
22139	0.328216	0.671784
22140	0.179628	0.820372
22141	0.553144	0.446856
22142	0.029907	0.970093
22143	0.196931	0.803069
22144	0.026749	0.973251
22145	0.107317	0.892683
22146	0.033445	0.966555
22147	0.067228	0.932772
22148	0.022880	0.977120
22149	0.025635	0.974365
22150	0.034608	0.965392
22151	0.027391	0.972609
22152	0.047176	0.952824
22153	0.029797	0.970203
22154	0.029192	0.970808
22155	0.315498	0.684502
22156	0.020999	0.979001
22157	0.314990	0.685010
22158	0.036273	0.963727
22159	0.021124	0.978876
22160	0.049368	0.950632
22161	0.112036	0.887964
22162	0.033408	0.966592
22163	0.042724	0.957276
22164	0.394465	0.605535
22165	0.260350	0.739650
22166	0.587790	0.412210
22167	0.054029	0.945971
22168	0.028462	0.971538
22169	0.851739	0.148261
22170	0.035400	0.964600
22171	0.021486	0.978514
22172	0.047480	0.952520
22173	0.032253	0.967747
22174	0.029731	0.970269
22175	0.126076	0.873924
22176	0.026703	0.973297
22177	0.045780	0.954220
22178	0.512496	0.487504
22179	0.061492	0.938508
22180	0.077057	0.922943
22181	0.027985	0.972015
22182	0.032914	0.967086
22183	0.651554	0.348446
22184	0.787560	0.212440
22185	0.136805	0.863195
22186	0.037039	0.962961
22187	0.025945	0.974055
22188	0.025083	0.974917
22189	0.968218	0.031782
22190	0.016023	0.983977
22191	0.034497	0.965503
22192	0.022323	0.977677
22193	0.102276	0.897724
22194	0.651371	0.348629
22195	0.078215	0.921785
22196	0.042921	0.957079
22197	0.721937	0.278063
22198	0.146263	0.853737
22199	0.034383	0.965617
22200	0.323964	0.676036
22201	0.110153	0.889847
22202	0.060074	0.939926
22203	0.022762	0.977238
22204	0.028726	0.971274
22205	0.027981	0.972019
22206	0.094442	0.905558
22207	0.041850	0.958150
22208	0.952893	0.047107
22209	0.922161	0.077839
22210	0.043117	0.956883
22211	0.036915	0.963085
22212	0.115061	0.884939
22213	0.030708	0.969292
22214	0.205152	0.794848
22215	0.029869	0.970131
22216	0.187396	0.812604
22217	0.026404	0.973596
22218	0.029894	0.970106
22219	0.025068	0.974932
22220	0.027242	0.972758
22221	0.039677	0.960323
22222	0.029028	0.970972
22223	0.031060	0.968940
22224	0.028290	0.971710
22225	0.045288	0.954712
22226	0.028502	0.971498
22227	0.033956	0.966044
22228	0.028232	0.971768
22229	0.044742	0.955258
22230	0.027621	0.972379
22231	0.031342	0.968658
22232	0.084859	0.915141
22233	0.222189	0.777811
22234	0.027967	0.972033
22235	0.028173	0.971827
22236	0.046330	0.953670
22237	0.142868	0.857132
22238	0.037388	0.962612
22239	0.042787	0.957213
22240	0.025534	0.974466
22241	0.039249	0.960751
22242	0.029173	0.970827
22243	0.194446	0.805554
22244	0.032489	0.967511
22245	0.027526	0.972474
22246	0.029478	0.970522
22247	0.026121	0.973879
22248	0.029043	0.970957
22249	0.057349	0.942651
22250	0.110649	0.889351
22251	0.170737	0.829263
22252	0.028745	0.971255
22253	0.388605	0.611395
22254	0.047174	0.952826
22255	0.171220	0.828780
22256	0.138679	0.861321
22257	0.028221	0.971779
22258	0.037126	0.962874
22259	0.034070	0.965930
22260	0.032842	0.967158
22261	0.344432	0.655568
22262	0.020232	0.979768
22263	0.024428	0.975572
22264	0.027472	0.972528
22265	0.042445	0.957555
22266	0.091325	0.908675
22267	0.022105	0.977895
22268	0.064405	0.935595
22269	0.026703	0.973297
22270	0.145578	0.854422
22271	0.048145	0.951855
22272	0.020458	0.979542
22273	0.029510	0.970490
22274	0.030890	0.969110
22275	0.028789	0.971211
22276	0.068485	0.931515
22277	0.456030	0.543970
22278	0.029111	0.970889
22279	0.071660	0.928340
22280	0.039128	0.960872
22281	0.141808	0.858192
22282	0.043737	0.956263
22283	0.106953	0.893047
22284	0.130304	0.869696
22285	0.299425	0.700575
22286	0.030419	0.969581
22287	0.087182	0.912818
22288	0.053379	0.946621
22289	0.320930	0.679070
22290	0.042595	0.957405
22291	0.021448	0.978552
22292	0.029471	0.970529
22293	0.029266	0.970734
22294	0.959441	0.040559
22295	0.149643	0.850357
22296	0.418430	0.581570
22297	0.027620	0.972380
22298	0.080279	0.919721
22299	0.059682	0.940318
22300	0.261097	0.738903
22301	0.243582	0.756418
22302	0.775805	0.224195
22303	0.026010	0.973990
22304	0.477231	0.522769
22305	0.027341	0.972659
22306	0.203086	0.796914
22307	0.366770	0.633230
22308	0.036256	0.963744
22309	0.829845	0.170155
22310	0.024475	0.975525
22311	0.223754	0.776246
22312	0.290286	0.709714
22313	0.115518	0.884482
22314	0.026336	0.973664
22315	0.116480	0.883520
22316	0.031453	0.968547
22317	0.346622	0.653378
22318	0.025406	0.974594
22319	0.028028	0.971972
22320	0.023708	0.976292
22321	0.278969	0.721031
22322	0.225506	0.774494
22323	0.953883	0.046117
22324	0.031243	0.968757
22325	0.032136	0.967864
22326	0.037684	0.962316
22327	0.107931	0.892069
22328	0.030755	0.969245
22329	0.235315	0.764685
22330	0.344058	0.655942
22331	0.024860	0.975140
22332	0.374068	0.625932
22333	0.031759	0.968241
22334	0.026972	0.973028
22335	0.024089	0.975911
22336	0.022557	0.977443
22337	0.033642	0.966358
22338	0.028529	0.971471
22339	0.204249	0.795751
22340	0.030862	0.969138
22341	0.107326	0.892674
22342	0.036474	0.963526
22343	0.032085	0.967915
22344	0.019576	0.980424
22345	0.102179	0.897821
22346	0.027853	0.972147
22347	0.029531	0.970469
22348	0.031492	0.968508
22349	0.022336	0.977664
22350	0.366540	0.633460
22351	0.039991	0.960009
