doc_id	topic_0	topic_1
1076	0.029177	0.970823
1077	0.049627	0.950373
1078	0.028595	0.971405
1079	0.044876	0.955124
1080	0.024311	0.975689
1081	0.066843	0.933157
1082	0.043391	0.956609
1083	0.031043	0.968957
1084	0.030686	0.969314
1085	0.032912	0.967088
1086	0.309196	0.690804
1087	0.039012	0.960988
1088	0.162782	0.837218
1089	0.030227	0.969773
1090	0.310363	0.689637
1091	0.031032	0.968968
1092	0.116837	0.883163
1093	0.082686	0.917314
1094	0.031829	0.968171
1095	0.196434	0.803566
1096	0.195241	0.804759
1097	0.035199	0.964801
1098	0.163406	0.836594
1099	0.481469	0.518531
1100	0.174152	0.825848
1101	0.177833	0.822167
1102	0.140491	0.859509
1103	0.452944	0.547056
1104	0.031243	0.968757
1105	0.357839	0.642161
1106	0.105347	0.894653
1107	0.031272	0.968728
1108	0.234607	0.765393
1109	0.105997	0.894003
1110	0.048222	0.951778
1111	0.041990	0.958010
1112	0.657271	0.342729
1113	0.218304	0.781696
1114	0.117208	0.882792
1115	0.186397	0.813603
1116	0.118254	0.881746
1117	0.032228	0.967772
1118	0.043237	0.956763
1119	0.027262	0.972738
1120	0.025374	0.974626
1121	0.100491	0.899509
1122	0.033712	0.966288
1123	0.203182	0.796818
1124	0.339407	0.660593
1125	0.070632	0.929368
1126	0.046489	0.953511
1127	0.071604	0.928396
1128	0.043439	0.956561
1129	0.502728	0.497272
1130	0.035425	0.964575
1131	0.316395	0.683605
1132	0.374481	0.625519
1133	0.259999	0.740001
1134	0.057752	0.942248
1135	0.035353	0.964647
1136	0.023602	0.976398
1137	0.034653	0.965347
1138	0.099034	0.900966
1139	0.022007	0.977993
1140	0.026385	0.973615
1141	0.533187	0.466813
1142	0.034619	0.965381
1143	0.062448	0.937552
1144	0.024763	0.975237
